,"('GLD', 'open')","('GLD', 'high')","('GLD', 'low')","('GLD', 'close')","('GLD', 'volume')",Close
2020-07-01,167.05,167.06,165.34,166.58,11465908,9191.803134751768
2020-07-02,166.2,167.24,166.02,166.95,8099731,9166.009570508231
2020-07-06,167.75,168.0,167.1901,167.97,6645621,9215.8534801762
2020-07-07,167.41,169.0,167.38,168.99,10739093,9268.74553701015
2020-07-08,170.32,170.8558,169.7827,170.06,11299151,9346.527185929648
2020-07-09,170.48,170.635,168.78,169.59,12696875,9327.35558224163
2020-07-10,169.95,170.15,168.57,169.16,7779928,9200.158515850151
2020-07-13,170.29,170.42,169.16,169.355,9650767,9278.217359591536
2020-07-14,168.97,170.2,168.8141,170.17,8023189,9219.730954738332
2020-07-15,169.62,170.43,169.39,170.36,8345283,9221.22888809181
2020-07-16,169.8,169.995,168.69,168.72,9770820,9130.464550682957
2020-07-17,169.94,170.27,169.605,170.15,9753327,9134.617539797408
2020-07-20,170.76,171.07,170.27,170.93,8697837,9177.360763081417
2020-07-21,172.53,173.25,172.31,173.03,11779221,9308.56760113554
2020-07-22,174.05,175.77,173.76,175.62,27256757,9365.971062138718
2020-07-23,176.17,178.41,175.65,177.21,30108333,9540.928651292805
2020-07-24,179.14,179.16,178.2,178.76,28955364,9557.087779329604
2020-07-27,181.85,182.83,181.53,182.21,19925373,10436.06446764091
2020-07-28,182.02,184.26,181.42,183.76,31214657,10985.538673611116
2020-07-29,184.0089,186.14,182.39,185.08,49053484,11096.17937282228
2020-07-30,183.44,184.33,182.13,183.76,33537169,11033.428662020886
2020-07-31,184.51,185.7501,184.165,185.47,29738803,11196.249071229053
2020-08-03,185.05,185.82,184.2,185.67,18338875,11254.857182901176
2020-08-04,185.61,189.6,185.21,189.54,38753979,11242.87855749128
2020-08-05,191.65,193.13,190.62,191.35,50998334,11464.595898328693
2020-08-06,193.74,194.4499,192.5207,193.85,39360266,11755.25727777778
2020-08-07,192.705,192.96,189.33,190.8,44840422,11716.125097629008
2020-08-10,192.38,192.61,189.66,190.16,26976165,11898.78271716468
2020-08-11,183.5739,183.98,179.43,179.98,80594757,11631.866736256075
2020-08-12,182.61,183.1,179.04,179.14,50990796,11462.426594857554
2020-08-13,181.56,184.7,181.36,183.35,16985769,11550.403983228509
2020-08-14,183.44,183.72,181.49,182.54,10910411,11754.636448467963
2020-08-17,184.69,187.01,184.66,186.46,27671944,12055.46669225401
2020-08-18,189.18,189.4,185.63,188.21,30623680,12163.661834607356
2020-08-19,187.21,187.46,181.71,182.25,44159497,11796.84886805557
2020-08-20,181.19,183.71,180.93,183.43,29413177,11798.23544374564
2020-08-21,182.14,182.81,180.47,182.03,22893001,11743.623474635157
2020-08-24,182.91,182.925,180.685,181.0,21359176,11733.039943820204
2020-08-25,181.06,181.25,179.731,181.24,19303212,11506.000786516865
2020-08-26,180.26,183.58,180.2,183.4,22678033,11404.290539513677
2020-08-27,185.0,185.17,179.37,181.28,29104479,11345.064724738664
2020-08-28,183.98,185.4,183.4046,184.39,24327324,11441.888355493338
2020-08-31,184.79,185.53,184.28,184.83,17017146,11684.012938718666
2020-09-01,186.99,186.99,184.33,185.01,19986743,11873.888121085582
2020-09-02,183.75,183.86,181.5,182.62,22028104,11576.04822546972
2020-09-03,182.3,182.82,180.49,181.14,20753982,11038.64232800556
2020-09-04,180.95,182.1,180.05,181.67,20784230,10391.216729166674
2020-09-08,179.5,182.27,179.02,181.32,25402394,10146.406606018194
2020-09-09,182.5,183.22,182.19,183.02,14191348,10187.375799023026
2020-09-10,184.5,184.68,182.28,182.42,14038803,10338.76086350976
2020-09-11,183.14,183.5499,182.005,182.42,13376137,10302.451926029304
2020-09-14,183.57,184.3,183.39,183.86,14792820,10510.768186889833
2020-09-15,184.46,184.67,182.92,183.47,7446791,10773.396181818189
2020-09-16,184.98,185.01,183.33,183.95,11812641,10894.449581297968
2020-09-17,181.92,183.09,181.48,182.97,7894844,10892.091519163758
2020-09-18,183.07,184.09,182.64,183.17,8278178,10924.656466060174
2020-09-21,179.84,180.29,176.75,179.49,15877761,10676.138519805414
2020-09-22,179.63,180.02,178.11,178.63,6921558,10467.334437412084
2020-09-23,176.98,177.26,174.1,174.79,16625468,10428.706035901292
2020-09-24,174.36,176.235,173.77,175.43,10467180,10446.899131693215
2020-09-25,174.41,175.3,173.89,174.94,6064097,10670.77799016164
2020-09-28,175.83,176.805,175.09,176.68,6358864,10878.164911410351
2020-09-29,177.18,178.33,176.95,178.21,7701378,10729.145419901204
2020-09-30,177.71,178.61,176.66,177.15,7731431,10740.824488795506
2020-10-01,178.69,179.5,178.0375,178.69,9450118,10755.182114445222
2020-10-02,178.71,179.29,178.16,178.52,6496476,10528.248630328457
2020-10-05,179.02,180.14,178.9,179.39,6323683,10704.898215297457
2020-10-06,180.16,180.37,177.0513,177.25,7880350,10698.692988668576
2020-10-07,177.09,177.42,176.43,177.2,5923907,10620.617205574918
2020-10-08,178.18,178.45,176.67,177.87,6151831,10733.89141858839
2020-10-09,180.13,181.17,179.93,181.08,12089395,10982.801467696612
2020-10-12,180.57,180.83,180.19,180.56,4526944,11446.934834156678
2020-10-13,178.57,178.6,177.1,177.7,7450085,11449.585588442573
2020-10-14,179.09,179.59,178.27,178.27,8428093,11404.985887384146
2020-10-15,177.71,179.15,177.59,178.94,6331875,11414.413592982448
2020-10-16,179.22,179.32,178.13,178.3,6711697,11364.46289013295
2020-10-19,179.41,179.475,178.37,178.38,4931643,11586.799648866132
2020-10-20,178.54,179.67,178.08,179.25,6527165,11845.171932536896
2020-10-21,180.47,181.31,180.23,180.65,6168537,12458.802237665035
2020-10-22,178.8767,179.027,177.72,178.85,7587081,12932.71953942778
2020-10-23,179.09,179.2,177.76,178.66,5459367,12932.833653576434
2020-10-26,178.75,179.14,178.22,178.54,4679896,13066.990840395489
2020-10-27,178.71,179.43,178.51,179.06,5314088,13367.666626506016
2020-10-28,176.45,176.85,175.44,176.13,9886564,13444.672013888903
2020-10-29,175.02,176.14,174.83,175.41,7153390,13330.552682418343
2020-10-30,177.18,177.36,175.95,176.2,6720803,13435.480243562974
2020-11-02,177.4499,177.925,177.1301,177.9,6065736,13596.53758885018
2020-11-03,178.95,179.39,178.3,178.92,6776879,13612.539318023648
2020-11-04,178.93,179.19,177.66,178.81,9843659,13899.351540069692
2020-11-05,181.0,183.285,180.97,182.92,14794385,14730.297819444442
2020-11-06,183.4,183.53,182.19,183.21,8253934,15583.427131944436
2020-11-09,176.42,176.45,173.64,175.09,27627104,15382.007395833329
2020-11-10,176.75,176.91,175.66,175.69,10023286,15326.58733842944
2020-11-11,174.695,175.28,174.435,174.9,8365257,15593.253090277782
2020-11-12,176.04,176.765,175.84,175.97,6700762,15928.37055555556
2020-11-13,177.65,177.8,176.84,177.09,5312692,16291.368457261991
2020-11-16,177.23,177.91,177.0071,177.13,4623188,16372.568790826968
2020-11-17,177.26,177.44,176.0903,176.48,7534461,17083.98220986796
2020-11-18,176.26,176.86,175.35,175.5,6909492,17885.349777777792
2020-11-19,174.3,175.22,174.17,175.16,6103005,17843.96600000001
2020-11-20,176.14,176.38,175.58,175.72,5677492,18336.945409722244
2020-11-23,175.1,175.24,171.78,172.23,14880096,18448.21428472224
2020-11-24,169.3,169.69,168.86,169.59,18082925,18862.4248472222
2020-11-25,169.98,170.52,169.24,169.51,9336408,19056.251527777757
2020-11-27,166.9,167.8298,166.78,167.77,17716783,16988.058152777754
2020-11-30,166.68,167.43,166.03,166.6839,12287216,18913.976073662263
2020-12-01,169.76,170.48,169.3,170.2,12505735,19266.27188888889
2020-12-02,170.57,171.76,170.15,171.49,8239196,18953.72780555558
2020-12-03,172.64,172.85,171.08,172.8,9454964,19283.06943750003
2020-12-04,172.78,173.32,171.59,172.31,8689056,19122.892763888904
2020-12-07,172.56,175.29,172.51,174.86,9662554,19199.308979166675
2020-12-08,175.51,175.93,174.72,175.5,5245184,18942.53320833334
2020-12-09,173.92,174.0399,171.24,172.455,10064071,18266.17218055557
2020-12-10,172.9,173.58,171.7,172.19,6232399,18303.671062500016
2020-12-11,172.25,173.32,172.11,172.51,5829723,17937.385948575393
2020-12-14,171.91,172.52,170.91,171.51,6830086,19161.38358831709
2020-12-15,173.43,173.9799,173.055,173.96,6451811,19352.301965277773
2020-12-16,174.13,175.015,173.02,174.89,7853341,20078.06315972224
2020-12-17,177.15,177.87,176.575,176.74,8976438,22617.5111111111
2020-12-18,176.65,176.98,176.1,176.43,6226077,22885.101944444446
2020-12-21,176.29,176.94,175.76,175.92,7163909,23260.266847222225
2020-12-22,176.2,176.34,174.34,174.59,7792459,23097.916520833314
2020-12-23,175.1,176.21,175.06,175.67,5710473,23530.75113194445
2020-12-24,175.55,176.37,175.5145,176.32,3334096,23218.052104166676
2020-12-28,177.26,177.91,175.625,175.75,7493794,26965.14680555556
2020-12-29,176.25,176.97,175.57,176.33,5643264,26670.904930555556
2020-12-30,176.44,177.72,176.44,177.69,5158449,28142.40578472227
2020-12-31,178.07,178.4,177.32,178.37,6851607,28882.0106527778
2021-01-04,181.97,182.4,180.955,182.31,13394205,31856.172236111117
2021-01-05,182.87,183.21,181.8239,182.87,11635641,32274.5510416666
2021-01-06,181.49,181.58,178.24,179.9,17394010,34907.6035763889
2021-01-07,179.69,179.92,178.84,179.46,6767587,38071.50588194442
2021-01-08,176.83,176.9899,171.48,173.32,23032300,39811.63969444446
2021-01-11,172.14,173.68,172.03,173.0,7545031,34280.3600833333
2021-01-12,173.13,174.18,172.32,174.07,9326911,34842.902916666666
2021-01-13,173.68,174.46,173.05,173.37,12811187,34676.476208333355
2021-01-14,173.44,174.22,172.655,173.24,11344351,38511.56284027777
2021-01-15,172.8437,173.07,170.975,171.15,14531685,37473.23557638887
2021-01-19,172.71,172.85,171.92,172.58,6669222,36860.6980208333
2021-01-20,174.37,175.467,173.82,175.38,7204517,35155.446069444464
2021-01-21,175.11,175.51,174.51,175.26,4969523,32953.418472222176
2021-01-22,172.89,174.29,172.35,173.89,6402975,31861.926618055564
2021-01-25,174.8199,174.96,173.19,174.05,5081366,33351.57297916666
2021-01-26,173.98,174.26,173.4202,173.61,4274476,31997.1775347222
2021-01-27,172.93,173.52,171.66,172.53,8570059,31147.48292361112
2021-01-28,174.28,174.73,172.04,172.69,8791153,31793.18845138885
2021-01-29,174.87,175.1633,172.67,172.72,9880228,35054.10393749995
2021-02-01,175.02,175.26,174.06,174.24,8518516,33706.71983333338
2021-02-02,172.49,172.53,171.51,172.14,6288011,34713.210215277795
2021-02-03,172.36,172.5901,171.5,171.81,4026179,36572.60330555552
2021-02-04,168.29,168.395,167.34,168.13,12495716,37541.27581944446
2021-02-05,168.99,170.18,168.67,169.81,6103735,37631.47783031989
2021-02-08,171.9799,172.4,171.49,171.5,6363135,41199.29621001397
2021-02-09,172.57,173.03,171.75,172.1,4769447,46685.85413888886
2021-02-10,173.15,173.22,172.01,172.74,5622433,45801.33204166663
2021-02-11,172.7,172.871,170.71,171.22,5748731,46275.11795833333
2021-02-12,170.29,171.65,169.88,170.71,5563128,47605.61129861115
2021-02-16,168.14,170.065,167.73,168.26,12528268,48847.63237500002
2021-02-17,166.92,167.34,165.85,166.32,10699567,50915.20470833327
2021-02-18,166.98,167.3,165.73,166.32,6943475,51896.39333333322
2021-02-19,166.76,167.94,166.6,167.0,7484278,53087.15995138892
2021-02-22,168.54,169.89,168.3,169.47,9253534,54711.72528472231
2021-02-23,169.48,169.74,168.28,169.12,8237885,48970.210826388895
2021-02-24,167.65,169.14,167.15,168.98,8205560,49801.36047222218
2021-02-25,166.92,167.66,165.45,165.82,15434666,49988.0001737318
2021-02-26,165.0,165.1,160.95,161.8,21842955,46661.63153472222
2021-03-01,163.03,163.35,161.16,161.55,13008774,47644.668373870685
2021-03-02,161.93,162.925,161.22,162.4,10845816,48621.249861111086
2021-03-03,160.61,161.69,159.485,160.63,12613526,50432.27509040337
2021-03-04,160.6,161.455,158.43,159.04,13126181,49402.11033333333
2021-03-05,159.66,159.82,158.55,159.12,10109444,47719.097583333365
2021-03-08,158.58,158.74,157.1297,157.49,11468831,50799.47248088959
2021-03-09,160.75,161.2521,160.415,160.83,9570542,53981.034812500046
2021-03-10,161.06,161.78,160.66,161.66,7409215,55377.40217663424
2021-03-11,161.47,161.98,161.12,161.51,6074490,56273.48009728992
2021-03-12,159.54,161.69,159.35,161.48,7963595,56828.65870833342
2021-03-15,162.305,162.55,161.43,162.2,7404523,57512.06299721835
2021-03-16,162.36,163.2,161.81,162.36,7298797,55343.69708333334
2021-03-17,162.268,164.15,161.48,163.53,11646477,56161.32444753301
2021-03-18,161.15,162.82,161.11,162.57,8310784,58475.45890820588
2021-03-19,162.56,163.43,162.4299,163.27,6006842,58286.613419040914
2021-03-22,162.27,163.13,162.16,163.01,4061241,56789.43246870655
2021-03-23,162.45,162.49,161.592,161.82,5638076,54706.29185416655
2021-03-24,162.21,162.89,161.94,162.36,5433009,55126.80946191476
2021-03-25,163.0599,163.5799,161.32,161.81,7846248,52125.75925642804
2021-03-26,161.71,162.73,161.6499,162.27,4869138,53243.12445448231
2021-03-29,161.46,161.52,159.83,160.35,7560223,56915.62999303624
2021-03-30,157.94,158.2,157.55,157.565,7388137,58349.35708710802
2021-03-31,158.06,160.68,158.05,160.01,10089412,58778.18
